post_id,post_topic,content_type,engagement,post_age_hours,author_experience,author_network_size
P02512,Data Science,Job Opportunity,0.14,4.8,7.5,460
P02513,Design,Article,0.2976,36.4,3.2,512
P02514,Career,Video,0.5329,9.5,15.9,1850
P02515,Data Science,Video,0.424,20.1,4.5,292
P02516,AI,Image,0.5115,34.5,5.4,428
P02517,Machine Learning,Text,0.5774,20.9,10.2,846
P02518,Software,Article,0.0905,28.1,5.3,324
P02519,Software,Text,0.3414,19.0,6.0,357
P02520,Data Science,Video,0.1957,44.8,5.9,538
P02521,Design,Image,0.2411,42.5,6.6,192
P02522,Leadership,Article,0.3025,12.6,2.4,388
P02523,Machine Learning,Image,0.3158,11.2,7.0,173
P02524,Leadership,Article,0.3045,12.9,3.7,256
P02525,AI,Text,0.5039,60.6,3.4,1840
P02526,AI,Video,0.4077,88.3,4.3,294
P02527,Marketing,Article,0.27,27.7,1.9,394
P02528,Machine Learning,Job Opportunity,0.2462,2.2,4.3,40
P02529,Data Science,Video,0.4035,102.3,2.2,470
P02530,Career,Article,0.2323,152.2,0.8,1605
P02531,Data Science,Article,0.4996,5.9,8.5,168
P02532,Machine Learning,Image,0.4748,6.4,4.3,786
P02533,Design,Image,0.6808,9.2,6.2,201
P02534,Software,Article,0.2181,1.8,7.6,88
P02535,Marketing,Text,0.1583,10.2,11.6,233
P02536,Machine Learning,Video,0.4668,19.7,4.3,191
P02537,Machine Learning,Text,0.0901,6.3,5.2,362
P02538,Leadership,Text,0.2032,12.1,7.3,259
P02539,Design,Text,0.5864,20.1,1.4,149
P02540,AI,Text,0.4357,42.1,3.9,506
P02541,Design,Article,0.0542,15.6,5.1,845
P02542,Software,Text,0.2254,2.5,3.4,555
P02543,Design,Article,0.3093,9.5,3.4,381
P02544,Finance,Article,0.4095,5.5,2.9,310
P02545,Leadership,Job Opportunity,0.4174,51.5,23.6,528
P02546,AI,Article,0.5222,28.1,5.1,213
P02547,Machine Learning,Article,0.2319,15.8,2.8,648
P02548,Design,Job Opportunity,0.2966,31.8,4.4,118
P02549,Machine Learning,Job Opportunity,0.2116,112.3,2.6,82
P02550,Career,Image,0.2842,6.5,5.4,540
P02551,Machine Learning,Article,0.5195,4.6,6.2,140
P02552,Marketing,Video,0.4067,13.4,11.7,180
P02553,Data Science,Video,0.1554,27.0,1.7,144
P02554,Data Science,Image,0.3173,144.5,9.4,532
P02555,Leadership,Article,0.2997,168.7,5.3,175
P02556,Machine Learning,Text,0.6487,12.1,8.3,1004
P02557,Data Science,Text,0.2986,40.4,9.7,611
P02558,Finance,Video,0.6016,10.3,10.9,408
P02559,Data Science,Text,0.2267,0.6,2.2,1187
P02560,Software,Text,0.5077,7.9,7.6,156
P02561,AI,Video,0.4246,49.2,2.8,367
P02562,Marketing,Job Opportunity,0.0948,19.9,2.7,53
P02563,AI,Job Opportunity,0.3704,6.7,6.8,217
P02564,Machine Learning,Video,0.3281,14.6,7.0,115
P02565,Software,Article,0.3918,69.6,8.0,684
P02566,Leadership,Job Opportunity,0.3722,34.7,3.7,905
P02567,Machine Learning,Article,0.1349,16.5,6.3,266
P02568,Software,Article,0.204,13.8,6.6,2056
P02569,AI,Text,0.5568,9.0,4.5,168
P02570,Finance,Video,0.1658,35.3,10.2,128
P02571,Machine Learning,Article,0.7926,34.8,1.2,214
P02572,Machine Learning,Text,0.4396,28.8,2.6,448
P02573,Software,Article,0.5303,0.8,10.2,704
P02574,Software,Video,0.4042,98.6,6.8,623
P02575,AI,Video,0.5152,22.9,18.1,252
P02576,Finance,Text,0.3796,77.7,7.8,811
P02577,Finance,Text,0.3009,84.1,3.3,218
P02578,Finance,Image,0.1866,67.6,9.6,3385
P02579,Data Science,Text,0.6068,51.3,10.8,780
P02580,Design,Text,0.1946,20.8,6.4,66
P02581,Software,Video,0.2017,0.5,2.4,224
P02582,Data Science,Video,0.6151,14.8,6.3,180
P02583,Finance,Image,0.6085,19.8,4.0,1800
P02584,AI,Article,0.1608,4.3,3.4,157
P02585,Design,Job Opportunity,0.1665,15.1,5.9,55
P02586,Finance,Text,0.4108,3.3,1.3,745
P02587,Leadership,Job Opportunity,0.1124,37.2,4.8,33
P02588,Software,Text,0.5415,42.1,3.3,250
P02589,Leadership,Text,0.0965,53.1,2.5,634
P02590,Career,Article,0.5836,2.3,4.2,244
P02591,Marketing,Text,0.4122,19.5,3.8,1041
P02592,Machine Learning,Text,0.3347,24.5,9.6,457
P02593,Leadership,Job Opportunity,0.4191,3.8,5.1,161
P02594,Career,Job Opportunity,0.2017,89.7,6.8,397
P02595,Leadership,Text,0.1567,22.6,11.4,1348
P02596,Marketing,Job Opportunity,0.4508,18.7,3.3,406
P02597,Finance,Job Opportunity,0.2287,33.5,5.2,509
P02598,Machine Learning,Job Opportunity,0.3475,32.0,7.4,485
P02599,Leadership,Text,0.1822,31.8,5.7,188
P02600,Data Science,Article,0.3668,19.6,4.7,88
P02601,Software,Job Opportunity,0.477,2.5,4.4,455
P02602,Finance,Video,0.359,6.4,6.5,1069
P02603,AI,Text,0.1558,52.2,2.9,539
P02604,Finance,Text,0.2045,9.3,2.8,114
P02605,Finance,Article,0.3671,16.0,12.8,470
P02606,Data Science,Article,0.3549,33.4,1.2,712
P02607,Leadership,Text,0.3859,24.2,3.0,870
P02608,Marketing,Video,0.2565,135.2,7.9,550
P02609,Data Science,Text,0.3037,30.5,9.7,412
P02610,Leadership,Text,0.2951,2.9,1.9,201
P02611,Machine Learning,Article,0.5739,52.7,10.3,289
P02612,Finance,Article,0.2112,20.7,25.0,746
P02613,Machine Learning,Text,0.69,56.5,11.8,171
P02614,Marketing,Article,0.3134,91.2,4.9,166
P02615,AI,Job Opportunity,0.1037,22.9,4.9,595
P02616,Career,Text,0.0635,0.9,6.1,454
P02617,AI,Text,0.7272,10.0,2.6,1082
P02618,Finance,Text,0.8363,1.2,3.8,694
P02619,Marketing,Video,0.079,19.8,4.7,216
P02620,Data Science,Article,0.1125,53.8,8.4,1157
P02621,Machine Learning,Image,0.4362,17.6,8.0,428
P02622,Software,Article,0.2482,49.3,2.4,590
P02623,Career,Text,0.5143,20.8,4.5,254
P02624,Machine Learning,Text,0.7886,17.3,2.0,507
P02625,Leadership,Video,0.653,11.3,10.7,222
P02626,Software,Video,0.5245,83.6,4.3,62
P02627,AI,Image,0.1653,34.8,6.4,1443
P02628,Data Science,Text,0.1148,53.6,5.1,169
P02629,AI,Article,0.2919,30.4,7.9,216
P02630,Leadership,Video,0.6005,28.4,2.4,205
P02631,Leadership,Text,0.2946,14.9,1.5,1449
P02632,Machine Learning,Video,0.2828,13.8,1.7,499
P02633,Leadership,Text,0.2113,15.7,2.4,563
P02634,Leadership,Text,0.492,16.7,2.1,735
P02635,Leadership,Video,0.3911,10.0,3.1,622
P02636,AI,Text,0.5906,1.8,3.5,405
P02637,Machine Learning,Job Opportunity,0.1273,18.3,1.2,395
P02638,Machine Learning,Image,0.6169,21.3,5.1,1126
P02639,Career,Text,0.2561,1.1,6.7,129
P02640,Software,Article,0.4774,2.0,2.2,167
P02641,Finance,Article,0.1517,44.3,5.5,571
P02642,Finance,Article,0.4862,81.4,2.6,442
P02643,Design,Text,0.1214,3.4,10.1,257
P02644,Machine Learning,Article,0.3221,16.9,6.4,2273
P02645,Career,Video,0.3761,6.5,11.2,131
P02646,Machine Learning,Text,0.2838,21.6,12.9,352
P02647,Design,Article,0.0753,5.3,0.9,424
P02648,Marketing,Text,0.598,152.0,5.1,244
P02649,Software,Image,0.1962,0.3,10.7,198
P02650,Data Science,Text,0.3959,51.5,9.2,264
P02651,Leadership,Job Opportunity,0.4126,46.2,3.0,1203
P02652,Data Science,Job Opportunity,0.4434,17.6,3.6,248
P02653,AI,Job Opportunity,0.3975,5.6,4.9,461
P02654,Software,Video,0.2999,110.2,11.5,207
P02655,Design,Image,0.2004,12.6,9.1,594
P02656,Data Science,Text,0.6191,19.0,12.4,796
P02657,Finance,Video,0.1922,10.3,10.2,288
P02658,Machine Learning,Article,0.2874,30.8,5.1,582
P02659,AI,Article,0.2921,8.9,16.3,303
P02660,Software,Job Opportunity,0.2792,72.9,1.9,343
P02661,Career,Text,0.247,31.1,4.5,475
P02662,Finance,Article,0.3363,130.9,4.7,426
P02663,Data Science,Article,0.101,19.6,9.9,400
P02664,Finance,Text,0.4873,32.5,3.7,102
P02665,Career,Image,0.2477,54.1,14.4,123
P02666,Design,Job Opportunity,0.3292,101.2,7.5,83
P02667,Software,Article,0.1343,30.5,4.1,108
P02668,Career,Article,0.1683,11.6,2.4,477
P02669,Career,Article,0.3061,44.6,0.8,249
P02670,AI,Video,0.0554,27.8,0.9,199
P02671,Design,Text,0.561,2.1,4.6,1397
P02672,Software,Image,0.5743,38.7,19.8,864
P02673,Leadership,Video,0.3813,4.7,7.3,93
P02674,Career,Article,0.4979,26.6,8.6,165
P02675,Marketing,Text,0.1904,57.9,2.9,155
P02676,Software,Text,0.1738,5.4,3.0,347
P02677,Career,Video,0.1225,13.0,1.1,118
P02678,Finance,Video,0.1014,8.3,10.3,192
P02679,Leadership,Job Opportunity,0.3031,20.9,0.7,461
P02680,Leadership,Article,0.2244,1.3,5.7,297
P02681,Software,Job Opportunity,0.2778,41.3,5.0,116
P02682,Finance,Article,0.2904,2.4,5.2,358
P02683,Machine Learning,Text,0.1264,39.6,11.6,366
P02684,AI,Article,0.4329,10.2,5.5,392
P02685,Leadership,Text,0.2481,44.6,2.8,107
P02686,Machine Learning,Article,0.1808,6.1,9.2,724
P02687,Finance,Article,0.246,55.2,10.0,222
P02688,AI,Video,0.4179,72.7,3.0,131
P02689,Marketing,Image,0.6106,4.1,2.6,349
P02690,Machine Learning,Image,0.3791,4.8,3.7,561
P02691,Software,Image,0.4145,100.7,3.4,532
P02692,Machine Learning,Image,0.1044,21.5,7.4,925
P02693,Design,Job Opportunity,0.6505,3.0,4.0,199
P02694,Marketing,Article,0.453,25.3,5.9,90
P02695,Marketing,Job Opportunity,0.4495,35.6,19.4,254
P02696,Data Science,Text,0.2164,3.9,4.6,34
P02697,Career,Text,0.1832,19.6,3.6,170
P02698,AI,Video,0.2904,39.4,12.0,253
P02699,Data Science,Article,0.1588,59.9,20.3,223
P02700,AI,Article,0.2635,7.9,12.7,497
P02701,Leadership,Text,0.4162,1.5,4.9,325
P02702,Design,Image,0.0563,11.8,9.0,472
P02703,Leadership,Job Opportunity,0.2795,2.2,13.7,414
P02704,Machine Learning,Article,0.1249,29.1,3.5,101
P02705,Career,Text,0.3154,61.4,6.0,534
P02706,Software,Video,0.1466,35.7,3.2,214
P02707,Data Science,Text,0.7112,30.7,2.1,392
P02708,Marketing,Text,0.0231,35.7,8.1,478
P02709,Finance,Text,0.4385,38.5,4.5,175
P02710,Machine Learning,Video,0.41,68.6,2.5,190
P02711,Finance,Article,0.2819,29.1,2.5,339
P02712,Machine Learning,Article,0.2899,50.9,9.9,225
P02713,Leadership,Article,0.4965,35.0,8.1,1307
P02714,AI,Text,0.4266,47.1,8.4,333
P02715,Career,Text,0.0802,4.6,3.5,130
P02716,Design,Video,0.278,35.2,11.7,1751
P02717,Leadership,Job Opportunity,0.5612,117.8,10.4,437
P02718,Marketing,Text,0.4176,93.9,12.2,321
P02719,Data Science,Article,0.2118,7.4,2.1,1112
P02720,Finance,Article,0.3955,15.8,7.1,423
P02721,Finance,Job Opportunity,0.3192,31.0,7.1,309
P02722,Career,Text,0.0829,14.4,3.2,92
P02723,Machine Learning,Image,0.3435,7.6,4.9,53
P02724,Marketing,Job Opportunity,0.1888,3.6,6.5,877
P02725,Finance,Job Opportunity,0.613,36.5,11.9,420
P02726,Software,Job Opportunity,0.5432,12.7,5.9,281
P02727,Data Science,Text,0.2187,16.3,7.7,295
P02728,Finance,Video,0.0827,1.9,1.6,422
P02729,AI,Job Opportunity,0.2837,8.9,4.1,549
P02730,Finance,Video,0.265,0.8,4.4,177
P02731,Machine Learning,Image,0.0695,24.7,10.9,385
P02732,Data Science,Job Opportunity,0.3471,37.9,1.7,503
P02733,Software,Video,0.5146,57.9,11.0,221
P02734,Leadership,Video,0.3322,3.5,2.1,56
P02735,Design,Video,0.6328,0.3,3.3,178
P02736,AI,Text,0.517,5.1,6.8,116
P02737,Software,Article,0.5265,121.3,4.7,853
P02738,Machine Learning,Video,0.3323,21.4,4.2,153
P02739,Finance,Job Opportunity,0.6323,13.7,3.9,149
P02740,Data Science,Job Opportunity,0.3805,39.0,6.4,197
P02741,Finance,Article,0.1967,12.2,6.5,644
P02742,AI,Image,0.2073,6.7,3.6,667
P02743,Career,Article,0.0485,72.5,3.9,173
P02744,Design,Video,0.4765,71.4,4.9,230
P02745,Design,Job Opportunity,0.496,28.9,5.6,287
P02746,Finance,Job Opportunity,0.5643,8.3,0.6,1005
P02747,Leadership,Video,0.3845,19.2,3.1,64
P02748,AI,Video,0.2373,24.5,3.4,106
P02749,Marketing,Text,0.4039,3.1,4.7,2310
P02750,Marketing,Video,0.4168,0.1,6.4,847
P02751,Leadership,Article,0.158,50.6,3.2,100
P02752,Career,Article,0.2836,2.5,4.5,4058
P02753,AI,Image,0.4022,18.9,1.1,550
P02754,Data Science,Article,0.7565,8.4,12.2,362
P02755,Finance,Video,0.3716,10.0,1.9,1077
P02756,Finance,Text,0.2899,14.3,15.6,164
P02757,Finance,Article,0.5675,90.2,6.1,224
P02758,Leadership,Article,0.8066,33.3,9.1,351
P02759,Marketing,Article,0.5342,77.8,5.1,495
P02760,Software,Article,0.3755,14.1,6.5,433
P02761,Marketing,Video,0.6047,26.4,6.5,389
P02762,Marketing,Video,0.4991,1.5,9.6,241
P02763,Machine Learning,Text,0.1744,24.9,7.1,438
P02764,Marketing,Image,0.2333,67.6,1.7,410
P02765,Finance,Image,0.3709,3.2,1.3,328
P02766,Career,Video,0.1367,6.2,2.4,267
P02767,Data Science,Video,0.4274,6.2,5.1,218
P02768,Design,Video,0.4317,15.9,9.9,102
P02769,Finance,Article,0.3768,14.8,3.2,1032
P02770,Design,Text,0.4443,23.5,1.7,602
P02771,AI,Text,0.5509,27.0,2.3,739
P02772,Machine Learning,Image,0.2813,106.3,16.2,131
P02773,Machine Learning,Text,0.4924,25.1,9.4,221
P02774,Career,Job Opportunity,0.207,0.0,2.3,312
P02775,Finance,Article,0.439,0.7,4.1,440
P02776,Leadership,Text,0.3928,20.0,5.5,178
P02777,AI,Article,0.6091,229.4,7.0,1322
P02778,Data Science,Image,0.3316,10.8,23.4,668
P02779,Data Science,Text,0.2132,10.0,5.1,382
P02780,Design,Video,0.1395,3.2,2.8,421
P02781,AI,Video,0.3672,10.8,12.5,277
P02782,Career,Article,0.5532,5.4,17.5,191
P02783,Data Science,Image,0.5862,48.0,4.7,48
P02784,Leadership,Image,0.1334,33.6,7.3,666
P02785,Software,Video,0.4203,5.0,5.0,346
P02786,AI,Text,0.656,1.5,7.4,851
P02787,Leadership,Video,0.3921,2.3,8.8,526
P02788,Machine Learning,Video,0.4097,3.0,6.4,323
P02789,Machine Learning,Job Opportunity,0.4357,98.0,11.6,355
P02790,Design,Article,0.3475,4.3,6.3,183
P02791,Software,Job Opportunity,0.0572,5.1,2.8,127
P02792,Design,Job Opportunity,0.6519,3.3,10.9,150
P02793,Data Science,Text,0.2905,3.8,11.5,153
P02794,Software,Video,0.2069,8.9,0.8,283
P02795,Finance,Text,0.3355,17.4,18.5,618
P02796,Software,Article,0.2619,3.2,2.6,571
P02797,Design,Video,0.4204,20.2,4.7,98
P02798,Marketing,Article,0.363,25.0,4.0,657
P02799,Leadership,Article,0.5156,51.5,3.0,370
P02800,AI,Video,0.5406,35.0,6.8,578
P02801,Software,Job Opportunity,0.3341,12.3,2.0,499
P02802,Marketing,Article,0.2584,58.8,5.8,87
P02803,Finance,Article,0.3183,24.3,9.2,387
P02804,Design,Article,0.3392,47.0,5.3,1072
P02805,Leadership,Article,0.0695,7.8,12.6,128
P02806,Software,Job Opportunity,0.065,0.0,1.9,158
P02807,Finance,Text,0.3289,23.1,4.0,67
P02808,Leadership,Video,0.1773,7.5,2.8,230
P02809,Data Science,Text,0.1872,24.1,8.7,102
P02810,Finance,Job Opportunity,0.7141,44.8,5.5,166
P02811,Career,Text,0.114,28.1,4.2,402
P02812,Software,Job Opportunity,0.3285,7.1,9.4,634
P02813,AI,Video,0.1121,71.5,14.6,70
P02814,Data Science,Job Opportunity,0.593,10.6,7.3,229
P02815,Machine Learning,Text,0.5114,9.0,10.3,274
P02816,Finance,Job Opportunity,0.3035,20.7,0.6,298
P02817,Career,Text,0.5197,29.4,7.5,626
P02818,Leadership,Video,0.165,2.5,21.2,627
P02819,Leadership,Video,0.1658,18.2,7.5,671
P02820,Finance,Text,0.5607,16.7,7.7,401
P02821,Career,Text,0.2082,30.1,6.7,270
P02822,Design,Article,0.0109,120.5,4.8,220
P02823,Leadership,Job Opportunity,0.1465,70.7,4.3,535
P02824,Machine Learning,Text,0.1204,44.8,5.1,168
P02825,Software,Article,0.6756,49.2,7.2,169
P02826,Design,Video,0.5396,72.9,2.5,492
P02827,AI,Video,0.2912,8.7,5.1,601
P02828,Finance,Article,0.261,8.8,10.2,331
P02829,Marketing,Text,0.1776,25.5,5.2,549
P02830,Data Science,Video,0.2597,14.8,4.2,267
P02831,Leadership,Image,0.278,3.4,7.2,293
P02832,AI,Text,0.1914,9.7,1.4,443
P02833,Machine Learning,Text,0.839,0.0,4.8,176
P02834,Software,Image,0.294,9.4,2.3,587
P02835,Machine Learning,Article,0.2762,30.3,6.2,272
P02836,Data Science,Job Opportunity,0.3426,40.1,3.8,287
P02837,Finance,Image,0.1837,29.2,7.3,354
P02838,Design,Job Opportunity,0.4629,22.9,4.9,642
P02839,Finance,Text,0.3002,1.6,7.9,57
P02840,Leadership,Article,0.2182,29.5,5.8,120
P02841,AI,Video,0.3696,56.8,2.2,751
P02842,AI,Article,0.0861,72.8,2.4,488
P02843,Data Science,Text,0.5008,6.3,1.8,232
P02844,Software,Text,0.6359,21.2,6.6,349
P02845,Design,Text,0.4826,31.5,4.1,533
P02846,Finance,Text,0.2444,59.3,4.2,1144
P02847,Finance,Text,0.3586,12.1,9.4,236
P02848,Career,Article,0.2712,37.0,10.5,947
P02849,Career,Video,0.1475,21.7,5.8,520
P02850,Leadership,Text,0.7408,70.8,2.2,158
P02851,Data Science,Video,0.7053,78.5,5.9,203
P02852,Machine Learning,Image,0.5356,2.7,11.3,869
P02853,AI,Video,0.4153,39.7,3.1,1024
P02854,AI,Job Opportunity,0.5743,4.6,9.5,318
P02855,Career,Job Opportunity,0.1323,102.9,10.7,797
P02856,Machine Learning,Article,0.327,12.3,11.8,439
P02857,Data Science,Text,0.2769,35.4,6.2,313
P02858,Finance,Image,0.584,32.4,7.2,384
P02859,Marketing,Image,0.3283,91.8,3.3,108
P02860,AI,Article,0.1964,21.6,3.6,266
P02861,Finance,Job Opportunity,0.2708,21.9,4.9,217
P02862,Software,Job Opportunity,0.6673,35.6,0.8,736
P02863,Data Science,Job Opportunity,0.1791,6.5,1.9,403
P02864,Career,Article,0.1396,51.8,7.2,273
P02865,Finance,Text,0.0857,2.3,11.0,805
P02866,Data Science,Text,0.6114,11.2,3.6,99
P02867,AI,Text,0.1032,95.1,1.6,154
P02868,Design,Article,0.3908,12.2,6.6,908
P02869,Marketing,Article,0.4825,1.8,3.9,552
P02870,Leadership,Job Opportunity,0.2724,12.2,4.5,93
P02871,Data Science,Text,0.2218,137.6,4.7,393
P02872,Software,Video,0.1705,4.0,3.2,120
P02873,Software,Text,0.3585,13.3,2.6,235
P02874,AI,Job Opportunity,0.3335,64.5,15.6,476
P02875,Career,Job Opportunity,0.4098,12.9,9.1,321
P02876,Finance,Video,0.3198,116.2,8.4,313
P02877,Data Science,Text,0.0193,52.8,0.3,171
P02878,Leadership,Article,0.3801,7.2,2.3,831
P02879,Machine Learning,Video,0.6307,63.8,8.1,491
P02880,Finance,Image,0.0748,38.2,1.6,173
P02881,Data Science,Job Opportunity,0.4285,10.8,5.2,364
P02882,Design,Article,0.1628,10.4,5.4,258
P02883,Career,Text,0.4517,34.0,3.7,213
P02884,Leadership,Text,0.1121,2.0,6.7,371
P02885,Software,Text,0.1121,2.0,3.3,1258
P02886,Finance,Video,0.5851,25.1,3.3,165
P02887,Design,Text,0.7024,22.8,2.1,518
P02888,AI,Job Opportunity,0.2929,41.4,11.8,655
P02889,Marketing,Article,0.61,22.0,2.4,488
P02890,Data Science,Text,0.341,39.4,3.6,686
P02891,Leadership,Text,0.6287,3.8,4.9,313
P02892,Finance,Image,0.4351,9.5,4.0,489
P02893,Leadership,Image,0.2722,11.3,11.9,364
P02894,Software,Job Opportunity,0.0807,9.0,9.4,118
P02895,Career,Text,0.2679,49.9,4.8,144
P02896,Career,Article,0.197,52.2,4.8,768
P02897,Marketing,Video,0.678,29.4,2.9,229
P02898,Data Science,Job Opportunity,0.5214,9.3,0.6,255
P02899,Machine Learning,Text,0.4455,93.7,1.5,609
P02900,Machine Learning,Article,0.4492,4.3,11.6,299
P02901,Data Science,Article,0.7078,14.3,7.3,583
P02902,Career,Video,0.1842,14.2,3.4,303
P02903,Design,Text,0.2604,0.2,6.6,145
P02904,Marketing,Article,0.2568,66.9,18.5,745
P02905,Design,Article,0.1168,2.4,7.9,171
P02906,Machine Learning,Video,0.2049,5.3,2.1,906
P02907,Leadership,Text,0.2934,79.8,4.4,522
P02908,Finance,Article,0.254,45.9,6.8,218
P02909,Machine Learning,Video,0.0152,70.7,10.9,531
P02910,Leadership,Article,0.4396,23.1,5.2,228
P02911,Design,Article,0.2562,89.8,4.5,179
P02912,Finance,Text,0.4278,32.2,3.3,391
P02913,Software,Text,0.3726,18.0,1.7,615
P02914,Software,Article,0.0314,11.7,8.4,412
P02915,Marketing,Article,0.5237,54.3,4.3,183
P02916,Leadership,Article,0.3761,8.4,1.6,112
P02917,Machine Learning,Video,0.2549,61.0,3.0,287
P02918,Leadership,Image,0.3596,8.5,6.0,138
P02919,Leadership,Article,0.292,52.3,5.3,305
P02920,AI,Video,0.4414,107.3,7.6,321
P02921,Data Science,Article,0.164,15.2,3.5,584
P02922,Software,Job Opportunity,0.4407,19.9,4.9,554
P02923,Career,Text,0.4871,1.6,1.3,725
P02924,Marketing,Article,0.5339,38.2,3.2,326
P02925,Finance,Text,0.4499,8.0,9.5,240
P02926,Software,Article,0.1302,1.3,5.8,469
P02927,Finance,Article,0.7267,27.2,4.0,463
P02928,Design,Text,0.0381,17.3,8.2,447
P02929,Design,Video,0.2216,46.9,6.3,1522
P02930,Machine Learning,Article,0.8202,47.9,9.9,562
P02931,Finance,Text,0.4661,38.0,2.0,851
P02932,Leadership,Job Opportunity,0.3976,10.3,6.5,139
P02933,Software,Text,0.1345,48.6,5.7,152
P02934,Design,Article,0.6203,6.9,9.2,178
P02935,Finance,Text,0.2907,11.6,2.9,334
P02936,Data Science,Article,0.5636,21.9,7.0,295
P02937,Design,Image,0.5313,40.4,0.3,408
P02938,Marketing,Article,0.4284,6.0,8.8,1239
P02939,AI,Article,0.7388,6.9,7.5,307
P02940,AI,Image,0.5008,19.5,2.4,487
P02941,Design,Image,0.377,26.7,4.9,351
P02942,Marketing,Image,0.3596,2.5,2.0,785
P02943,Career,Article,0.5891,7.2,5.7,550
P02944,Design,Text,0.453,15.1,8.6,317
P02945,Leadership,Job Opportunity,0.3723,3.1,8.2,713
P02946,Design,Text,0.4248,35.8,6.5,538
P02947,Design,Job Opportunity,0.242,8.2,1.4,659
P02948,Data Science,Video,0.4813,54.5,7.1,342
P02949,Marketing,Image,0.3182,11.4,6.9,562
P02950,Career,Article,0.3986,15.4,8.0,275
P02951,Design,Job Opportunity,0.4269,79.7,2.8,146
P02952,Career,Job Opportunity,0.4252,25.0,3.5,229
P02953,Career,Image,0.418,13.2,16.5,539
P02954,Software,Job Opportunity,0.5901,20.7,2.0,506
P02955,Data Science,Image,0.3776,27.0,6.0,191
P02956,Career,Video,0.2654,97.9,2.6,993
P02957,Machine Learning,Video,0.3283,18.8,4.4,149
P02958,Machine Learning,Image,0.2567,5.6,4.8,377
P02959,Career,Image,0.3711,33.8,7.0,237
P02960,Design,Video,0.2495,6.7,5.4,386
P02961,Data Science,Video,0.6004,48.4,0.8,121
P02962,Career,Job Opportunity,0.0419,0.3,2.9,87
P02963,Data Science,Article,0.1202,9.5,4.1,203
P02964,Finance,Video,0.3612,14.7,8.8,569
P02965,Design,Video,0.24,21.6,3.5,384
P02966,Data Science,Image,0.3654,27.3,5.1,112
P02967,Career,Article,0.3049,36.5,5.9,716
P02968,Design,Text,0.1543,93.7,5.7,394
P02969,Leadership,Article,0.2768,28.3,5.2,604
P02970,AI,Video,0.2444,0.3,2.4,252
P02971,Design,Image,0.2054,9.5,3.5,79
P02972,Finance,Video,0.2735,63.4,8.4,1086
P02973,Software,Video,0.4781,37.8,9.4,288
P02974,Finance,Text,0.1907,9.1,10.2,728
P02975,Data Science,Video,0.3443,40.9,3.2,243
P02976,Data Science,Job Opportunity,0.2724,49.6,3.9,356
P02977,Leadership,Video,0.4608,9.5,6.5,90
P02978,Machine Learning,Article,0.4095,67.5,14.1,170
P02979,Marketing,Text,0.4335,9.6,19.6,1081
P02980,Software,Image,0.4043,25.6,3.1,664
P02981,Career,Text,0.4735,19.5,2.8,852
P02982,Design,Video,0.4897,15.7,1.7,487
P02983,Finance,Job Opportunity,0.4582,68.8,7.3,404
P02984,Career,Job Opportunity,0.607,91.4,1.5,709
P02985,Software,Article,0.2859,30.1,6.8,687
P02986,Career,Text,0.5284,79.3,6.9,421
P02987,Finance,Video,0.621,33.1,12.7,357
P02988,Finance,Job Opportunity,0.2023,58.8,2.8,711
P02989,AI,Text,0.4861,5.7,0.8,144
P02990,Marketing,Article,0.1149,20.7,1.8,260
P02991,Career,Video,0.2421,43.4,4.2,108
P02992,Finance,Text,0.4897,41.2,2.7,154
P02993,Machine Learning,Text,0.3219,3.4,3.6,391
P02994,Leadership,Job Opportunity,0.5521,5.0,8.3,614
P02995,Marketing,Text,0.5251,35.1,3.7,1423
P02996,Career,Article,0.2741,4.6,3.8,302
P02997,Design,Article,0.4945,5.1,5.9,239
P02998,Software,Article,0.6808,12.8,3.2,311
P02999,Software,Article,0.2767,5.5,6.8,401
P03000,Design,Text,0.3291,11.2,8.5,1397
P03001,Machine Learning,Article,0.3242,8.6,2.8,333
P03002,Design,Video,0.5144,29.7,12.1,138
P03003,Machine Learning,Text,0.7609,11.6,1.6,450
P03004,Data Science,Video,0.4053,69.4,1.9,353
P03005,Machine Learning,Job Opportunity,0.652,27.0,3.9,320
P03006,Design,Job Opportunity,0.3893,9.3,2.0,267
P03007,Finance,Text,0.2851,77.3,5.9,1731
P03008,Career,Text,0.1511,43.7,18.6,221
P03009,AI,Video,0.5201,3.2,3.9,97
P03010,AI,Text,0.5176,74.0,3.7,204
P03011,Finance,Image,0.6624,2.8,1.9,223
P03012,AI,Video,0.3913,6.6,21.1,120
P03013,Finance,Article,0.5742,87.8,12.0,284
P03014,Leadership,Text,0.2402,4.7,9.3,1201
P03015,Finance,Job Opportunity,0.2231,46.1,4.5,120
P03016,Career,Video,0.1801,3.9,10.1,109
P03017,AI,Video,0.1665,8.0,7.3,600
P03018,Software,Video,0.4408,27.4,3.2,281
P03019,Machine Learning,Text,0.0754,14.3,20.8,243
P03020,Finance,Text,0.3555,57.9,1.0,784
P03021,Data Science,Video,0.5669,10.4,4.1,212
P03022,Finance,Article,0.4589,0.8,2.9,94
P03023,Machine Learning,Video,0.4498,18.8,0.5,627
P03024,Finance,Article,0.1808,23.6,0.4,315
P03025,Leadership,Job Opportunity,0.5612,37.9,1.0,301
P03026,AI,Image,0.1832,15.1,14.1,69
P03027,Career,Article,0.2526,9.0,3.6,148
