user_id,post_id,author_id,age_group,gender,location,professional_field,experience_years,education,network_size,previous_interactions,post_topic,content_type,engagement,author_user_similarity,topic_similarity,post_age_hours,author_experience,author_network_size,network_distance,interaction_probability,interaction
U0167,P00255,A1798,46-55,Male,Hyderabad,Design,4.9,Masters,448,27,Career,Job Opportunity,0.5422,0.7662,0.7524,15.3,8.3,227,3,0.7846,0
U2824,P00461,A1606,56+,Male,Chennai,Engineering,6.1,Masters,666,12,Design,Video,0.1877,0.5842,0.2157,25.0,8.6,220,5,0.255,0
U2013,P02876,A1708,18-25,Male,Chennai,Engineering,2.3,Bachelors,305,23,Finance,Video,0.3198,0.605,0.6301,116.2,8.4,313,3,0.391,0
U1855,P00140,A1667,46-55,Male,Delhi,Business,2.1,Bachelors,361,8,AI,Image,0.4696,0.1944,0.166,4.2,3.3,203,4,0.1856,0
U1725,P01897,A1115,26-35,Male,Ahmedabad,Other,0.4,Bachelors,239,21,Machine Learning,Video,0.4233,0.6963,0.3308,115.0,5.4,82,1,0.3784,0
U1147,P04466,A0633,36-45,Male,Bengaluru,Computer Science,6.5,Masters,355,11,Career,Image,0.2681,0.9542,0.7115,0.5,0.4,186,1,0.792,1
U1220,P02228,A0257,18-25,Female,Delhi,Engineering,3.7,Masters,240,21,Machine Learning,Article,0.5709,0.2336,0.6908,17.0,5.3,371,2,0.5191,0
U0695,P03118,A0367,46-55,Female,Bengaluru,Design,2.4,Bachelors,236,15,Machine Learning,Video,0.4353,0.5456,0.1981,60.1,3.8,123,3,0.2889,1
U1059,P02458,A0804,26-35,Male,Hyderabad,Engineering,8.0,Masters,176,14,AI,Job Opportunity,0.7444,0.5664,0.7338,12.6,5.1,450,3,0.6939,1
U0239,P00531,A1649,18-25,Male,Ahmedabad,HR,4.9,Bachelors,105,13,Career,Image,0.3169,0.7979,0.6001,4.0,13.0,230,5,0.5694,1
U1630,P01998,A1656,26-35,Male,Ahmedabad,Design,4.3,Masters,408,13,Design,Image,0.186,0.9167,0.5932,5.8,2.0,152,2,0.6763,1
U1817,P02105,A0020,36-45,Male,Pune,Engineering,2.8,Diploma,320,13,AI,Text,0.5024,0.8228,0.8734,12.2,1.5,262,3,0.7698,1
U0434,P03038,A1159,46-55,Male,Other,Marketing,8.2,Masters,342,17,Design,Job Opportunity,0.3197,0.3572,0.654,23.4,4.4,469,3,0.4363,0
U1293,P00238,A1430,26-35,Male,Ahmedabad,Business,20.8,Bachelors,379,23,AI,Video,0.187,0.2943,0.3203,56.8,9.7,362,2,0.2927,0
U0402,P01269,A1385,46-55,Female,Delhi,Engineering,3.9,Bachelors,215,21,Career,Job Opportunity,0.3525,0.464,0.3051,3.4,8.0,450,1,0.4706,1
U0894,P01683,A0584,18-25,Male,Delhi,Business,1.6,Bachelors,141,22,Design,Text,0.5822,0.8309,0.5834,76.6,10.7,215,4,0.5949,1
U0120,P04266,A1451,36-45,Male,Mumbai,Business,2.5,Masters,131,17,Marketing,Article,0.1571,0.3921,0.8262,19.4,1.1,3018,4,0.4546,0
U1860,P04501,A1904,18-25,Male,Chennai,Marketing,13.0,Bachelors,101,16,Software,Text,0.5205,0.4895,0.6754,11.4,3.6,431,3,0.6086,1
U1462,P02074,A0644,26-35,Male,Hyderabad,Engineering,4.3,PhD,107,21,Machine Learning,Text,0.3251,0.6701,0.3615,0.2,17.9,585,3,0.537,1
U1762,P04525,A0991,18-25,Male,Other,Engineering,5.0,Masters,282,16,Design,Text,0.373,0.3082,0.6956,14.7,12.1,483,3,0.4428,1
U0918,P01112,A1057,18-25,Male,Hyderabad,Finance,6.1,Masters,112,7,Career,Text,0.239,0.3314,0.371,19.5,6.6,322,2,0.2779,1
U1799,P00208,A0698,26-35,Female,Bengaluru,Other,1.7,Bachelors,717,18,Software,Text,0.7095,0.3016,0.4866,8.2,6.4,106,2,0.5068,1
U1466,P02856,A1714,36-45,Male,Mumbai,Business,2.2,Bachelors,325,16,Machine Learning,Article,0.327,0.5133,0.4714,12.3,11.8,439,2,0.4843,0
U1343,P00941,A1481,26-35,Female,Ahmedabad,Computer Science,7.4,Masters,236,14,Software,Text,0.2246,0.579,0.289,23.5,1.6,536,2,0.3732,1
U2900,P00903,A1039,26-35,Male,Mumbai,Other,1.8,Masters,164,16,Career,Video,0.0604,0.8606,0.7482,19.6,4.0,184,2,0.6769,1
U2834,P00325,A1753,46-55,Female,Pune,Marketing,2.5,Bachelors,340,16,Finance,Video,0.3847,0.6707,0.2363,31.1,4.4,210,3,0.3966,0
U0042,P04284,A0231,46-55,Female,Mumbai,Computer Science,4.8,Bachelors,236,18,Leadership,Text,0.3458,0.5964,0.7974,6.3,0.6,81,5,0.5969,0
U0408,P03027,A1804,46-55,Male,Delhi,Computer Science,6.3,Bachelors,263,28,Career,Article,0.2526,0.6812,0.5456,9.0,3.6,148,3,0.6349,1
U2066,P00828,A1895,46-55,Male,Mumbai,Finance,10.2,Bachelors,93,17,AI,Video,0.17,0.7771,0.5902,17.4,3.4,357,1,0.6729,1
U2134,P03895,A1145,46-55,Male,Ahmedabad,Other,3.6,Masters,269,15,Data Science,Video,0.4179,0.6169,0.9467,2.1,14.9,283,3,0.7167,0
U2791,P04097,A1304,46-55,Female,Other,Engineering,4.2,Masters,388,19,Data Science,Text,0.3995,0.4862,0.9161,1.6,7.2,262,4,0.6321,0
U0138,P02006,A1946,26-35,Male,Delhi,Engineering,3.8,Masters,127,12,Leadership,Video,0.504,0.5791,0.4874,0.2,6.3,475,2,0.5709,1
U2797,P01154,A0292,36-45,Male,Pune,Marketing,7.4,Masters,268,13,Marketing,Video,0.3005,0.9017,0.5169,51.3,6.2,86,3,0.5723,0
U2887,P04958,A0505,18-25,Male,Mumbai,Other,9.9,Bachelors,921,16,AI,Text,0.2966,0.757,0.7757,0.3,2.2,205,5,0.6787,1
U1676,P00296,A1012,46-55,Male,Pune,Design,1.2,Bachelors,171,21,Software,Job Opportunity,0.2968,0.4688,0.4398,1.0,6.5,368,1,0.5142,1
U1323,P01197,A1851,18-25,Female,Bengaluru,Data Science,1.8,Masters,207,16,Machine Learning,Text,0.1022,0.326,0.9248,6.3,4.7,1233,4,0.4612,1
U1897,P04788,A1510,36-45,Male,Hyderabad,Data Science,9.0,Masters,245,13,Finance,Job Opportunity,0.327,0.4735,0.7859,74.2,13.2,1287,2,0.4729,1
U0614,P01001,A0193,56+,Female,Mumbai,Data Science,3.4,Diploma,941,12,Software,Article,0.6253,0.6527,0.8257,9.1,2.7,586,2,0.7462,0
U0313,P01308,A1398,18-25,Male,Other,Data Science,1.4,Masters,151,16,Career,Video,0.1287,0.5393,0.4441,49.5,6.8,475,3,0.31,0
U0505,P03108,A1688,26-35,Female,Kolkata,Design,4.7,Bachelors,152,22,Software,Video,0.4499,0.6361,0.7302,71.3,8.2,217,4,0.5295,0
U1328,P02990,A1332,26-35,Female,Bengaluru,Computer Science,3.0,Bachelors,177,17,Marketing,Article,0.1149,0.6344,0.599,20.7,1.8,260,3,0.4946,1
U0372,P00430,A1444,18-25,Male,Mumbai,Computer Science,4.4,Masters,885,14,Machine Learning,Text,0.0955,0.036,0.7399,13.8,6.1,687,5,0.2283,0
U0752,P04965,A0714,26-35,Male,Delhi,Business,0.8,Bachelors,65,14,AI,Job Opportunity,0.5623,0.1534,0.8833,13.9,4.9,589,2,0.5162,0
U1094,P02567,A0884,18-25,Male,Kolkata,Engineering,2.2,Masters,901,20,Machine Learning,Article,0.1349,0.7726,0.4379,16.5,6.3,266,1,0.5844,1
U2482,P00996,A0417,18-25,Male,Mumbai,Engineering,9.7,Diploma,414,10,Career,Article,0.5296,0.3363,0.6268,11.4,8.9,327,1,0.543,1
U0063,P00811,A0051,26-35,Male,Mumbai,Marketing,1.9,Masters,562,21,Machine Learning,Video,0.3536,0.89,0.4864,24.9,11.4,311,5,0.5944,0
U2326,P01303,A0446,56+,Male,Delhi,Finance,7.3,Bachelors,90,19,Data Science,Article,0.4199,0.3705,0.399,11.8,9.2,965,3,0.4083,1
U2234,P04298,A1271,56+,Male,Hyderabad,HR,4.6,Bachelors,193,15,Software,Text,0.0439,0.4985,0.7305,19.5,6.3,48,1,0.5215,0
U2050,P00571,A1559,26-35,Female,Chennai,Data Science,4.4,Bachelors,326,23,Career,Image,0.172,0.422,0.5861,22.2,3.4,592,1,0.4919,0
U0623,P04584,A0614,56+,Male,Mumbai,Other,6.3,Bachelors,544,26,Data Science,Article,0.1357,0.3999,0.1821,18.7,0.6,245,4,0.2719,0
U1630,P00525,A1244,26-35,Male,Ahmedabad,Design,4.3,Masters,408,13,Software,Job Opportunity,0.2769,0.495,0.5361,126.7,5.7,587,1,0.2807,0
U2218,P04878,A0431,46-55,Male,Hyderabad,Finance,4.3,Bachelors,161,15,Data Science,Image,0.5143,0.3448,0.5245,13.0,1.4,571,3,0.4335,1
U0239,P00008,A1958,18-25,Male,Ahmedabad,HR,4.9,Bachelors,105,13,Career,Article,0.4018,0.8323,0.6527,36.9,3.0,560,1,0.6873,1
U2724,P03137,A0366,26-35,Female,Kolkata,Data Science,5.9,Bachelors,210,23,Machine Learning,Text,0.425,0.7956,0.5548,20.9,10.7,667,3,0.6658,1
U0924,P04037,A0018,26-35,Female,Pune,Computer Science,3.3,PhD,431,22,Leadership,Text,0.4304,0.5404,0.5815,55.6,3.8,268,5,0.4171,1
U2726,P02356,A1123,36-45,Female,Other,Computer Science,9.5,Bachelors,62,15,AI,Text,0.6416,0.945,0.6267,95.8,17.7,410,1,0.6983,1
U1025,P03953,A1221,36-45,Female,Mumbai,Data Science,2.7,Diploma,379,16,Career,Job Opportunity,0.493,0.8761,0.3893,22.1,7.0,177,1,0.6762,1
U2620,P01854,A0583,46-55,Male,Chennai,Data Science,15.3,Bachelors,229,15,AI,Article,0.5443,0.3924,0.1117,33.7,4.4,99,2,0.3274,0
U1009,P04215,A1458,36-45,Male,Mumbai,Computer Science,2.3,PhD,134,19,Career,Text,0.5327,0.582,0.6035,27.2,4.2,1120,2,0.617,1
U1642,P01279,A1449,18-25,Male,Other,HR,9.5,Diploma,475,19,Marketing,Article,0.2962,0.3019,0.3888,110.6,4.7,915,5,0.1509,0
U0645,P00238,A1043,36-45,Male,Hyderabad,Business,1.6,Bachelors,778,18,AI,Video,0.187,0.8062,0.8662,56.8,9.7,362,4,0.6103,0
U2797,P00992,A1716,36-45,Male,Pune,Marketing,7.4,Masters,268,13,Leadership,Article,0.1398,0.3886,0.1185,15.4,5.0,186,2,0.2365,0
U2604,P04605,A0535,36-45,Female,Other,Other,4.0,Diploma,200,21,Leadership,Text,0.3211,0.3616,0.8391,16.2,6.6,392,5,0.4674,1
U0748,P01469,A1968,26-35,Female,Pune,Business,9.3,Masters,317,18,Data Science,Job Opportunity,0.3902,0.812,0.627,8.5,1.3,341,5,0.6468,1
U2412,P02694,A1944,56+,Female,Pune,Computer Science,0.3,Diploma,912,22,Marketing,Article,0.453,0.5094,0.8232,25.3,5.9,90,4,0.5941,0
U1094,P02109,A1559,18-25,Male,Kolkata,Engineering,2.2,Masters,901,20,Finance,Text,0.0732,0.7605,0.5115,31.9,16.6,99,2,0.5302,1
U1597,P00696,A1769,18-25,Male,Delhi,Data Science,6.0,Masters,165,16,Finance,Video,0.0972,0.4675,0.4914,16.7,8.6,394,2,0.407,0
U0655,P03270,A1433,46-55,Male,Pune,Business,7.3,Masters,197,17,Marketing,Text,0.2643,0.7097,0.8658,20.4,5.5,1113,1,0.7435,0
U0043,P02524,A1855,36-45,Female,Kolkata,Finance,1.2,Bachelors,301,33,Leadership,Article,0.3045,0.84,0.8793,12.9,3.7,256,2,0.8283,1
U0881,P04320,A1839,26-35,Female,Mumbai,Data Science,5.9,Masters,134,15,Leadership,Job Opportunity,0.1161,0.2991,0.6086,6.7,2.1,781,1,0.4205,1
U2109,P02462,A1960,26-35,Male,Hyderabad,Finance,4.4,Bachelors,182,17,Machine Learning,Text,0.4642,0.6908,0.7107,60.3,7.0,345,2,0.62,1
U0985,P02858,A1917,18-25,Male,Bengaluru,Design,5.8,Bachelors,382,11,Finance,Image,0.584,0.9037,0.7456,32.4,7.2,384,3,0.7534,1
U1964,P01078,A1585,18-25,Male,Chennai,Engineering,5.8,Bachelors,248,19,AI,Article,0.1638,0.7067,0.8898,11.6,5.3,622,1,0.7461,1
U1229,P00739,A0842,46-55,Female,Delhi,Computer Science,12.4,Bachelors,345,24,Machine Learning,Video,0.2691,0.5448,0.5132,16.4,3.5,353,3,0.537,1
U2936,P03481,A1287,26-35,Female,Other,Engineering,3.6,Bachelors,1126,24,Finance,Article,0.749,0.5892,0.7637,2.0,4.8,298,2,0.7803,1
U0055,P01801,A0098,36-45,Female,Mumbai,HR,0.5,Bachelors,385,17,Software,Article,0.16,0.8582,0.5892,26.7,9.5,512,3,0.5913,0
U1990,P01905,A0626,18-25,Male,Ahmedabad,Business,2.8,Masters,427,23,Software,Image,0.4269,0.3242,0.715,19.5,1.6,704,1,0.5677,0
U2482,P00179,A1105,18-25,Male,Mumbai,Engineering,9.7,Diploma,414,10,Machine Learning,Article,0.638,0.3203,0.6894,4.2,15.9,643,5,0.4759,0
U2934,P01628,A0388,46-55,Male,Other,Engineering,3.7,Bachelors,238,16,Marketing,Article,0.3337,0.4143,0.4685,25.6,3.3,239,3,0.3647,0
U1769,P03309,A1504,18-25,Male,Other,HR,4.7,Diploma,326,17,AI,Text,0.4033,0.1329,0.5237,7.4,1.9,997,5,0.2652,0
U0497,P02951,A0566,26-35,Female,Bengaluru,Computer Science,4.0,Masters,289,19,Design,Job Opportunity,0.4269,0.6408,0.5022,79.7,2.8,146,4,0.41,0
U1790,P01499,A1039,18-25,Female,Delhi,Computer Science,11.3,Bachelors,516,18,Finance,Text,0.5404,0.4894,0.3754,2.1,7.7,124,4,0.4812,0
U1210,P01456,A0150,26-35,Male,Hyderabad,Finance,3.7,Bachelors,99,14,Design,Text,0.1652,0.5768,0.3001,23.2,7.8,458,2,0.3643,0
U2782,P01594,A0728,18-25,Female,Mumbai,Marketing,4.1,Masters,224,12,Marketing,Video,0.2274,0.8658,0.601,35.9,3.4,306,4,0.5497,1
U0536,P03194,A1049,18-25,Female,Mumbai,Finance,6.3,Diploma,199,14,Data Science,Article,0.4833,0.7726,0.4381,63.7,10.5,93,4,0.4694,0
U0020,P04743,A0606,36-45,Male,Other,HR,2.5,Bachelors,119,13,Leadership,Article,0.2845,0.7011,0.586,16.5,4.7,188,3,0.535,0
U1432,P00546,A1583,26-35,Female,Hyderabad,Engineering,6.1,PhD,90,11,Software,Video,0.5601,0.5561,0.4054,16.3,1.1,711,5,0.404,0
U2722,P02565,A0148,36-45,Male,Pune,Design,7.5,Masters,122,14,Software,Article,0.3918,0.378,0.5233,69.6,8.0,684,1,0.3754,1
U0318,P03000,A0645,36-45,Male,Chennai,Data Science,3.7,Masters,257,20,Design,Text,0.3291,0.6829,0.3498,11.2,8.5,1397,2,0.5402,0
U0484,P00452,A0765,26-35,Female,Chennai,Engineering,7.7,Masters,543,13,Leadership,Article,0.1897,0.7869,0.3588,122.4,1.0,219,1,0.3396,1
U1379,P04582,A0898,36-45,Female,Bengaluru,Marketing,0.6,Bachelors,135,13,Finance,Text,0.1088,0.9448,0.2747,8.9,0.7,93,5,0.4349,0
U0789,P01712,A1564,36-45,Male,Kolkata,Data Science,8.3,Bachelors,186,20,Machine Learning,Article,0.1149,0.3558,0.2913,13.3,1.8,193,2,0.3104,0
U1006,P01419,A1849,26-35,Male,Bengaluru,Computer Science,5.4,Diploma,437,22,AI,Job Opportunity,0.2463,0.4262,0.5403,8.5,3.1,252,1,0.5406,1
U1560,P01886,A0811,46-55,Female,Other,Business,3.9,Bachelors,226,23,Design,Article,0.3352,0.3709,0.5979,7.1,5.6,212,5,0.405,1
U0378,P02004,A1606,26-35,Female,Ahmedabad,Computer Science,4.2,Bachelors,207,13,Finance,Text,0.3128,0.8769,0.3504,65.6,8.1,102,1,0.4995,1
U2616,P02376,A1051,26-35,Male,Hyderabad,Computer Science,14.5,Bachelors,244,14,Career,Text,0.1318,0.6493,0.3513,9.1,6.3,540,3,0.4472,1
U0773,P04155,A0229,26-35,Female,Bengaluru,Engineering,5.8,Bachelors,148,14,Marketing,Image,0.1005,0.4888,0.702,93.6,12.2,540,3,0.3163,0
U2409,P03141,A0404,26-35,Male,Other,Marketing,6.8,Diploma,479,18,Finance,Image,0.3376,0.4767,0.6679,25.5,5.2,359,2,0.5368,0
U2756,P01303,A1905,36-45,Female,Delhi,Engineering,7.2,Masters,175,17,Data Science,Article,0.4199,0.1443,0.8004,11.8,9.2,965,2,0.4775,1
U2271,P03712,A0927,36-45,Female,Pune,Data Science,4.3,Masters,328,22,Leadership,Article,0.5039,0.5038,0.9155,28.5,5.5,183,1,0.729,1
U1528,P01741,A0833,26-35,Female,Kolkata,Engineering,2.6,Masters,220,17,Marketing,Video,0.4649,0.3841,0.7302,14.0,4.1,304,1,0.5804,1
U1471,P00026,A1101,46-55,Female,Mumbai,Data Science,11.9,Masters,659,20,Career,Image,0.3242,0.6634,0.1239,17.8,1.3,399,4,0.3929,1
U0683,P03823,A1468,18-25,Male,Hyderabad,Other,11.0,Masters,188,29,Design,Text,0.461,0.6259,0.6317,20.1,3.2,1033,3,0.6927,1
U0582,P04317,A0485,26-35,Female,Hyderabad,Computer Science,2.9,Bachelors,741,25,AI,Job Opportunity,0.3149,0.5065,0.6054,19.3,1.1,209,2,0.5671,0
U1605,P03971,A0790,18-25,Female,Other,Finance,1.1,Bachelors,881,23,Marketing,Text,0.3325,0.5178,0.5233,4.4,23.2,414,2,0.5421,1
U1501,P02692,A1338,36-45,Male,Pune,Finance,6.1,Bachelors,179,18,Machine Learning,Image,0.1044,0.7075,0.8253,21.5,7.4,925,2,0.6643,1
U0744,P02732,A1488,18-25,Male,Mumbai,Engineering,1.1,Masters,281,22,Data Science,Job Opportunity,0.3471,0.6295,0.2029,37.9,1.7,503,2,0.4164,1
U1024,P02287,A1588,26-35,Female,Pune,Other,0.6,Bachelors,152,17,Marketing,Job Opportunity,0.1559,0.7352,0.2785,2.7,5.9,365,2,0.4694,1
U2546,P00091,A1772,26-35,Male,Pune,Engineering,5.6,Masters,249,15,Marketing,Video,0.5813,0.8494,0.3155,13.9,5.9,106,1,0.6759,1
U2431,P03716,A0017,46-55,Male,Mumbai,Computer Science,2.2,Bachelors,408,23,Machine Learning,Image,0.5822,0.3224,0.4183,0.2,3.4,333,4,0.4403,1
U2532,P00660,A0932,36-45,Female,Mumbai,Computer Science,4.9,Bachelors,693,20,Data Science,Job Opportunity,0.1765,0.4639,0.615,71.7,1.5,156,5,0.3043,0
U1094,P04541,A1384,18-25,Male,Kolkata,Engineering,2.2,Masters,901,20,Leadership,Job Opportunity,0.1939,0.6519,0.705,41.6,4.6,749,4,0.507,1
U2208,P02876,A0817,26-35,Female,Bengaluru,Engineering,8.4,Bachelors,210,22,Finance,Video,0.3198,0.5853,0.5315,116.2,8.4,313,1,0.424,1
U0366,P01095,A1632,26-35,Male,Bengaluru,Data Science,15.0,Masters,238,18,AI,Text,0.4555,0.7381,0.98,10.2,8.4,118,1,0.8568,1
U1052,P01920,A1527,18-25,Female,Delhi,Computer Science,13.9,Masters,67,19,Leadership,Text,0.286,0.6177,0.9525,44.4,9.3,166,2,0.7015,0
U2619,P02791,A1713,46-55,Female,Mumbai,Data Science,9.9,Masters,123,13,Software,Job Opportunity,0.0572,0.9473,0.6524,5.1,2.8,127,4,0.6498,0
U1093,P01936,A1379,26-35,Female,Ahmedabad,Computer Science,2.2,Bachelors,113,16,Finance,Job Opportunity,0.5914,0.4694,0.6994,65.2,6.9,442,5,0.4033,1
U0868,P01167,A0405,36-45,Male,Mumbai,HR,12.3,Masters,276,25,AI,Image,0.018,0.5691,0.6365,53.4,8.3,137,5,0.4123,0
U1615,P03331,A0975,46-55,Male,Bengaluru,Design,3.0,Bachelors,336,21,Machine Learning,Text,0.0906,0.185,0.6263,10.3,1.4,722,4,0.3073,1
U2351,P03168,A1988,18-25,Female,Other,Computer Science,3.5,Bachelors,237,21,Career,Video,0.4232,0.1699,0.6104,22.0,1.4,244,5,0.3008,0
U0474,P04493,A0555,18-25,Male,Pune,Computer Science,4.2,Bachelors,565,13,Finance,Image,0.1586,0.4665,0.7876,34.1,5.5,265,2,0.4884,1
U2975,P03280,A0591,26-35,Female,Delhi,Computer Science,8.6,Bachelors,39,20,Software,Text,0.2126,0.6552,0.8153,2.2,3.4,503,1,0.7365,1
U2230,P04563,A0873,36-45,Male,Hyderabad,Engineering,5.0,Bachelors,164,25,Marketing,Text,0.3463,0.4896,0.4503,81.3,6.7,510,1,0.4219,0
U1011,P01124,A0568,36-45,Male,Mumbai,Engineering,5.8,Bachelors,447,12,Design,Video,0.2135,0.4136,0.2698,20.8,8.3,321,2,0.3015,0
U0012,P04988,A0076,46-55,Female,Chennai,Engineering,5.8,Bachelors,997,16,Design,Video,0.1513,0.6412,0.7626,84.8,5.2,270,3,0.4474,1
U0152,P03844,A1412,46-55,Female,Chennai,Finance,22.0,Bachelors,135,21,Software,Article,0.3171,0.5949,0.6759,10.7,3.6,423,4,0.6309,1
U2411,P04650,A1493,36-45,Male,Chennai,Computer Science,5.1,Masters,294,18,Career,Job Opportunity,0.3678,0.6093,0.6267,22.6,8.8,84,1,0.6314,1
U0513,P03049,A0024,18-25,Female,Mumbai,Data Science,4.3,Masters,89,21,Career,Text,0.5075,0.5691,0.7893,12.5,7.1,196,2,0.7121,1
U1258,P01878,A0192,36-45,Male,Other,Finance,6.3,Bachelors,302,12,Career,Image,0.3958,0.8775,0.6361,9.1,5.1,311,5,0.6312,0
U1962,P02095,A0372,26-35,Male,Delhi,Computer Science,8.7,Masters,167,18,Leadership,Job Opportunity,0.6454,0.4906,0.9193,33.0,4.9,424,2,0.7232,1
U2984,P00511,A1271,26-35,Male,Ahmedabad,Computer Science,5.5,Masters,471,16,Software,Text,0.3853,0.5203,0.3429,10.9,5.1,196,2,0.4481,1
U1823,P00498,A1144,26-35,Female,Bengaluru,Computer Science,2.8,Masters,125,15,Data Science,Job Opportunity,0.3939,0.5373,0.5894,5.9,0.6,272,4,0.5021,0
U2698,P03085,A1582,18-25,Female,Bengaluru,Marketing,11.8,Masters,376,15,Finance,Image,0.42,0.7575,0.3182,27.1,8.6,261,4,0.4974,0
U2452,P01761,A0048,36-45,Female,Mumbai,Other,3.1,Bachelors,194,23,Finance,Text,0.3227,0.5801,0.832,47.1,2.6,169,1,0.6649,0
U1583,P01485,A0254,26-35,Female,Mumbai,Marketing,3.3,Bachelors,125,19,AI,Image,0.2695,0.9244,0.6931,30.3,1.9,238,4,0.6736,0
U2918,P03674,A1038,46-55,Female,Delhi,Engineering,3.5,Bachelors,251,16,Design,Job Opportunity,0.4318,0.4849,0.3566,7.7,6.7,584,3,0.4193,0
U2243,P03951,A1196,26-35,Male,Other,Marketing,6.3,PhD,235,16,Finance,Text,0.3027,0.7226,0.8329,1.3,0.7,1781,3,0.7069,1
U1690,P04707,A0585,26-35,Female,Bengaluru,Other,4.7,Bachelors,141,11,Software,Article,0.3086,0.5328,0.9001,44.4,6.5,221,2,0.578,1
U2252,P03505,A0804,36-45,Male,Mumbai,HR,5.5,PhD,103,19,Machine Learning,Article,0.37,0.4849,0.7618,0.5,2.8,656,3,0.6233,0
U0828,P01850,A1023,18-25,Male,Ahmedabad,Marketing,7.9,Masters,182,16,Data Science,Job Opportunity,0.7378,0.5509,0.926,5.7,6.0,505,3,0.7633,1
U1558,P01194,A1963,26-35,Female,Bengaluru,Computer Science,17.4,Bachelors,252,17,Data Science,Job Opportunity,0.3897,0.6076,0.7767,53.1,21.5,246,2,0.6498,0
U2155,P02800,A1520,26-35,Male,Hyderabad,Data Science,7.6,Bachelors,82,18,AI,Video,0.5406,0.7123,0.6941,35.0,6.8,578,3,0.675,1
U0412,P04395,A0225,36-45,Male,Kolkata,Finance,3.8,Bachelors,60,18,AI,Article,0.5872,0.6907,0.6321,1.3,6.1,290,3,0.6932,1
U2967,P01121,A0897,26-35,Female,Pune,Engineering,5.0,Diploma,675,21,Marketing,Article,0.2908,0.5549,0.6478,31.8,6.6,699,3,0.5279,1
U0960,P00332,A0746,26-35,Male,Other,Data Science,4.1,Masters,754,21,Software,Article,0.442,0.6815,0.6921,15.2,2.3,543,3,0.67,1
U1437,P01626,A0489,18-25,Female,Mumbai,Data Science,5.9,Masters,81,14,Data Science,Article,0.2963,0.2601,0.5624,12.1,4.9,220,4,0.3233,1
U2602,P04672,A0561,36-45,Male,Mumbai,Computer Science,2.7,Bachelors,74,22,AI,Video,0.1953,0.4823,0.6671,73.7,8.8,643,4,0.3686,0
U2832,P00424,A0720,26-35,Male,Pune,Data Science,3.6,Bachelors,1023,21,Machine Learning,Image,0.3084,0.3162,0.6774,0.3,3.1,533,2,0.5264,1
U2322,P02857,A1161,18-25,Female,Pune,Data Science,10.9,Bachelors,481,17,Data Science,Text,0.2769,0.5095,0.4918,35.4,6.2,313,3,0.4242,0
U2332,P04479,A0093,26-35,Female,Hyderabad,Other,2.7,Bachelors,287,24,Marketing,Image,0.1087,0.6641,0.1553,10.4,2.9,185,2,0.4068,0
U2692,P04197,A0930,26-35,Male,Bengaluru,Engineering,17.9,PhD,277,17,Design,Article,0.294,0.7057,0.7925,42.3,1.9,279,2,0.7028,1
U0614,P00407,A0544,56+,Female,Mumbai,Data Science,3.4,Diploma,941,12,Machine Learning,Video,0.3083,0.5949,0.4361,69.9,1.2,326,5,0.284,0
U0466,P02993,A1731,36-45,Female,Ahmedabad,Data Science,7.0,Masters,99,14,Machine Learning,Text,0.3219,0.6062,0.8757,3.4,3.6,391,2,0.688,1
U0947,P04994,A1460,36-45,Male,Chennai,HR,3.0,PhD,478,20,Finance,Text,0.1005,0.639,0.0619,18.5,16.1,367,1,0.3544,0
U2917,P03886,A1793,18-25,Female,Pune,HR,10.3,Bachelors,129,17,Leadership,Text,0.642,0.7073,0.6238,23.5,5.1,209,1,0.7411,1
U0863,P02904,A0024,36-45,Female,Mumbai,Computer Science,9.8,Bachelors,136,9,Marketing,Article,0.2568,0.7943,0.7162,66.9,18.5,745,4,0.5111,0
U2322,P03516,A1579,18-25,Female,Pune,Data Science,10.9,Bachelors,481,17,Finance,Text,0.4266,0.1771,0.2244,72.7,13.4,126,3,0.1738,1
U1966,P04339,A0950,18-25,Male,Kolkata,Computer Science,7.1,Bachelors,197,19,Design,Text,0.7199,0.2052,0.5388,59.4,4.5,925,1,0.4269,1
U1569,P01917,A0957,26-35,Female,Other,Data Science,3.1,Diploma,171,17,Leadership,Article,0.3971,0.4408,0.207,52.0,1.4,178,4,0.2255,0
U2355,P00315,A0302,26-35,Female,Pune,Marketing,3.3,Bachelors,606,19,Leadership,Text,0.4193,0.4139,0.7242,8.7,8.8,210,5,0.4871,1
U1008,P02838,A1540,26-35,Male,Mumbai,Other,10.2,Bachelors,262,20,Design,Job Opportunity,0.4629,0.5096,0.7943,22.9,4.9,642,4,0.6228,0
U1480,P01825,A0203,26-35,Female,Other,Business,4.1,Bachelors,159,24,Design,Job Opportunity,0.0349,0.7324,0.2726,42.2,6.8,436,3,0.3683,0
U2795,P00971,A1388,46-55,Female,Pune,Engineering,1.7,Masters,239,19,Leadership,Text,0.6932,0.1913,0.4361,13.8,7.2,320,2,0.4082,1
U2098,P01719,A0535,26-35,Female,Pune,Engineering,3.4,Masters,390,20,Design,Text,0.5915,0.327,0.883,31.8,5.9,565,2,0.6128,0
U1674,P03366,A0569,18-25,Male,Bengaluru,Engineering,5.6,Diploma,105,13,Marketing,Text,0.2411,0.3254,0.6257,69.9,4.7,3690,3,0.2927,0
