user_id,post_id,recommendation_score,interaction,rank
U1522,P00880,0.53611124,0,5
U1522,P00667,0.5337122,1,6
U1522,P04507,0.5193023,0,7
U1522,P03047,0.48083082,0,8
U1522,P02804,0.47545782,1,9
U1522,P00895,0.43536213,0,10
U1523,P03675,0.85404545,0,1
U1523,P04379,0.60374635,1,2
U1523,P02805,0.54880613,1,3
U1523,P03219,0.4723792,0,4
U1523,P00649,0.35531804,1,5
U1523,P01645,0.2811426,0,6
U1524,P00998,0.78850675,1,1
U1524,P00026,0.72170025,1,2
U1524,P01663,0.6543696,0,3
U1524,P02251,0.6270809,0,4
U1524,P00623,0.55198133,1,5
U1524,P04974,0.4858721,1,6
U1524,P01746,0.35397172,0,7
U1524,P00931,0.34857932,0,8
U1524,P01779,0.18600298,0,9
U1524,P01279,0.18385316,0,10
U1525,P04410,0.62047863,0,1
U1525,P01479,0.6186928,0,2
U1525,P04817,0.5808221,1,3
U1525,P00878,0.55120933,1,4
U1525,P00414,0.54321516,1,5
U1525,P04875,0.4998302,0,6
U1525,P00800,0.35232273,0,7
U1525,P04666,0.34424144,0,8
U1525,P00097,0.30607513,0,9
U1525,P01780,0.26794794,0,10
U1526,P01880,0.76721483,1,1
U1526,P00839,0.6367744,0,2
U1526,P01153,0.56973296,1,3
U1526,P03943,0.45282307,1,4
U1526,P01090,0.4210656,0,5
U1526,P02973,0.36486727,0,6
U1526,P00827,0.3465431,0,7
U1526,P04833,0.33852544,0,8
U1526,P01246,0.31835487,0,9
U1526,P01919,0.29986694,0,10
U1527,P00294,0.78025144,1,1
U1527,P04089,0.7252578,1,2
U1527,P03661,0.5710471,0,3
U1527,P02599,0.5701349,0,4
U1527,P02276,0.52121997,0,5
U1527,P00206,0.43184313,0,6
U1527,P01061,0.36441004,0,7
U1527,P03696,0.31871387,0,8
U1528,P03351,0.75049645,0,1
U1528,P01583,0.67307097,1,2
U1528,P02237,0.6481522,0,3
U1528,P02413,0.63963515,0,4
U1528,P03559,0.62066096,1,5
U1528,P00740,0.5684077,1,6
U1528,P01741,0.55132836,1,7
U1528,P03781,0.5235351,0,8
U1528,P01343,0.42594656,1,9
U1528,P02159,0.329408,1,10
U1529,P00105,0.7694845,0,1
U1529,P04485,0.7669547,1,2
U1529,P02458,0.68931425,1,3
U1529,P03273,0.56353706,0,4
U1529,P01128,0.55676657,0,5
U1529,P00868,0.45209587,1,6
U1529,P02488,0.43153268,1,7
U1529,P01090,0.42259806,1,8
U1530,P03718,0.6615231,0,1
U1530,P02169,0.6586756,1,2
U1530,P04296,0.5708323,0,3
U1530,P03265,0.55930984,1,4
U1530,P04110,0.5117289,0,5
U1530,P02296,0.49745503,1,6
U1530,P00550,0.42754707,0,7
U1530,P01284,0.3876448,0,8
U1530,P03478,0.35063168,0,9
U1530,P00867,0.35057208,0,10
U1531,P00589,0.6704904,1,1
U1531,P00998,0.62965107,1,2
U1531,P03728,0.6021183,0,3
U1531,P01875,0.58411765,1,4
U1531,P02205,0.5365423,0,5
U1531,P04960,0.48793224,0,6
U1531,P04328,0.45700827,0,7
U1531,P01754,0.42398486,1,8
U1531,P04117,0.3672368,0,9
U1532,P04186,0.8610184,1,1
U1532,P00428,0.794829,1,2
U1532,P03276,0.7157768,1,3
U1532,P01932,0.6837685,1,4
U1532,P02954,0.65166646,0,5
U1532,P04376,0.6384377,1,6
U1532,P04761,0.5739697,1,7
U1532,P02974,0.572394,1,8
U1532,P00943,0.48933625,0,9
U1532,P04209,0.4427821,0,10
U1533,P01286,0.68398523,1,1
U1533,P02882,0.6667713,1,2
U1533,P03601,0.64976513,0,3
U1533,P00866,0.63604105,1,4
U1533,P00710,0.58095896,1,5
U1533,P00440,0.46650037,0,6
U1533,P00712,0.36641997,0,7
U1533,P04504,0.3468459,0,8
U1534,P01381,0.65107155,1,1
U1534,P04952,0.64934516,1,2
U1534,P03521,0.64733297,1,3
U1534,P04427,0.63865334,1,4
U1534,P01732,0.632342,0,5
U1534,P04524,0.6202832,0,6
U1534,P00036,0.61854243,0,7
U1534,P00523,0.57629836,0,8
U1534,P04005,0.55212134,0,9
U1534,P01040,0.4597332,0,10
U1535,P00194,0.76307386,1,1
U1535,P04255,0.7367427,1,2
U1535,P01296,0.5398536,1,3
U1535,P01568,0.50195515,1,4
U1535,P02460,0.16170943,0,5
U1536,P00405,0.60190445,0,1
U1536,P02934,0.59469414,0,2
U1536,P02252,0.58507395,0,3
U1536,P00471,0.5843293,1,4
U1536,P00063,0.52922666,1,5
U1536,P02300,0.40393895,1,6
U1536,P01145,0.33790377,0,7
U1536,P01881,0.25001076,0,8
U1536,P02026,0.13774344,0,9
U1537,P02103,0.28645402,0,1
U1538,P04305,0.68673635,0,1
U1538,P00071,0.5878598,0,2
U1538,P04370,0.54637927,1,3
U1538,P00115,0.517738,1,4
U1538,P01440,0.3435863,0,5
U1538,P04901,0.33743536,0,6
U1538,P03728,0.33592588,0,7
U1538,P02012,0.06362883,0,8
U1539,P03400,0.67499876,1,1
U1539,P00700,0.6214155,1,2
U1539,P03879,0.5423196,1,3
U1539,P00769,0.539011,1,4
U1539,P01812,0.4988499,0,5
U1539,P03246,0.4793543,0,6
U1539,P04536,0.37890658,1,7
U1539,P04885,0.3654216,1,8
U1539,P00032,0.28671384,1,9
U1539,P02216,0.27588668,1,10
U1540,P01282,0.7169747,1,1
U1540,P03398,0.68668854,1,2
U1540,P00628,0.36532912,0,3
U1540,P03169,0.27332208,0,4
U1541,P03865,0.73937535,1,1
U1541,P02407,0.6704028,1,2
U1541,P02993,0.5266717,1,3
U1541,P00858,0.44410744,0,4
U1541,P01325,0.29678997,1,5
U1541,P02289,0.23576576,0,6
U1541,P00561,0.22625506,0,7
U1541,P03907,0.093256555,0,8
U1542,P03620,0.6880609,1,1
U1542,P00990,0.66290385,1,2
U1542,P03944,0.65005594,1,3
U1542,P01985,0.62380457,0,4
U1542,P04854,0.6140234,1,5
U1542,P02087,0.5156184,1,6
U1542,P03848,0.51540065,1,7
U1542,P04100,0.49445271,0,8
U1542,P04569,0.4300426,0,9
U1542,P01796,0.40634724,0,10
U1543,P03633,0.768419,1,1
U1543,P02461,0.74935216,0,2
U1543,P02382,0.6191037,1,3
U1543,P04035,0.56288886,1,4
U1543,P04172,0.5383453,0,5
U1543,P03301,0.43544585,0,6
U1544,P02760,0.6251567,0,1
U1544,P03731,0.5460238,1,2
U1544,P03589,0.5357356,1,3
U1544,P00005,0.5293988,1,4
U1544,P00158,0.4915513,0,5
U1544,P02544,0.45867565,0,6
U1544,P01247,0.41767725,1,7
U1544,P04831,0.38194335,0,8
U1544,P01233,0.29358932,0,9
U1544,P02139,0.22071959,0,10
U1545,P02514,0.7757883,1,1
U1545,P01927,0.72596806,1,2
U1545,P00493,0.66877,0,3
U1545,P03302,0.6611073,0,4
U1545,P04928,0.6386178,1,5
U1545,P00845,0.57795066,1,6
U1545,P02556,0.475696,0,7
U1545,P04710,0.45947695,0,8
U1545,P00026,0.37296253,0,9
U1545,P02404,0.3026723,0,10
U1546,P02613,0.8087474,1,1
U1546,P04109,0.69407487,1,2
U1546,P02062,0.6422554,1,3
U1546,P04329,0.59941053,0,4
U1546,P04420,0.5212847,1,5
U1546,P04120,0.5127351,1,6
U1546,P01798,0.4920724,0,7
U1546,P01587,0.47875035,0,8
U1546,P04918,0.4690494,0,9
U1546,P01699,0.39277792,0,10
U1547,P02037,0.7731039,1,1
U1547,P00911,0.7709659,0,2
U1547,P04904,0.7579873,1,3
U1547,P04305,0.698692,1,4
U1547,P02304,0.5798635,0,5
U1547,P02806,0.4848898,0,6
U1547,P04659,0.4539123,1,7
U1547,P01668,0.38748583,0,8
U1547,P02489,0.37942114,0,9
U1547,P00678,0.37727946,1,10
U1548,P02689,0.7343012,1,1
U1548,P04116,0.63321286,1,2
U1548,P04028,0.60245615,0,3
U1548,P00066,0.5753231,0,4
U1548,P01134,0.57027787,1,5
U1548,P03804,0.553223,0,6
U1548,P02556,0.52624524,0,7
U1548,P03700,0.502613,1,8
U1548,P04459,0.4735722,0,9
U1548,P00884,0.45065048,0,10
U1549,P01049,0.86100197,1,1
U1549,P00092,0.795403,1,2
U1549,P01993,0.71566945,1,3
U1549,P04652,0.6971545,1,4
U1549,P01934,0.66392344,1,5
U1549,P03303,0.64142114,1,6
U1549,P03612,0.6281916,1,7
U1549,P01604,0.57626057,1,8
U1549,P04667,0.5645404,1,9
U1549,P04275,0.5166573,1,10
U1550,P02213,0.7343364,0,1
U1550,P02342,0.6984539,1,2
U1550,P00182,0.66728216,1,3
U1550,P01575,0.6498814,0,4
U1550,P00388,0.57715106,0,5
U1550,P02085,0.53635514,1,6
U1550,P04593,0.5157215,1,7
U1550,P04471,0.50312597,0,8
U1550,P04784,0.49596545,1,9
U1550,P02016,0.48045513,1,10
U1551,P00877,0.67227143,1,1
U1551,P00849,0.5462652,1,2
U1551,P00124,0.5168435,0,3
U1551,P04087,0.42831296,0,4
U1551,P00702,0.344533,0,5
U1551,P01966,0.30214396,0,6
U1551,P04372,0.10577934,0,7
U1552,P00197,0.692776,0,1
U1552,P01444,0.6708159,0,2
U1552,P01963,0.64954907,1,3
U1552,P00856,0.641324,0,4
U1552,P00893,0.63185775,1,5
U1552,P00528,0.61248577,1,6
U1552,P02264,0.5866235,0,7
U1552,P04617,0.55314875,1,8
U1552,P02839,0.53696245,1,9
U1552,P03067,0.4934754,0,10
U1553,P02953,0.85537076,1,1
U1553,P03932,0.7520555,1,2
U1553,P01968,0.74987304,1,3
U1553,P04678,0.74427557,1,4
U1553,P03434,0.6197034,1,5
U1553,P00665,0.58385557,0,6
U1553,P04350,0.5638929,0,7
U1553,P03924,0.5223379,1,8
U1553,P03443,0.487141,1,9
U1553,P01497,0.41554084,0,10
U1554,P03272,0.78527653,1,1
U1554,P04356,0.7034443,1,2
U1554,P02092,0.68377906,1,3
U1554,P04937,0.6600931,1,4
U1554,P02472,0.6399381,0,5
U1554,P00709,0.6347374,1,6
U1554,P00494,0.6209725,1,7
U1554,P02630,0.60010463,0,8
U1554,P01961,0.52446157,1,9
U1554,P00549,0.40363201,0,10
U1555,P03980,0.7141795,0,1
U1555,P03778,0.6809421,1,2
U1555,P02962,0.6725206,1,3
U1555,P03586,0.6619841,1,4
U1555,P02735,0.6095041,1,5
U1555,P03707,0.5795079,0,6
U1555,P04974,0.56314737,0,7
U1555,P04895,0.48235595,0,8
U1555,P00296,0.3268399,0,9
U1555,P02264,0.26043293,0,10
U1556,P04191,0.7078012,1,1
U1556,P04698,0.5812978,0,2
U1556,P01026,0.49260247,0,3
U1556,P03036,0.4885491,1,4
U1556,P03259,0.4729607,0,5
U1556,P04799,0.4718706,0,6
U1556,P02668,0.3570541,0,7
U1556,P01832,0.31241736,1,8
U1556,P03133,0.29839885,0,9
U1556,P04079,0.23031367,0,10
U1557,P04470,0.6996815,1,1
U1557,P02914,0.55684775,0,2
U1557,P00750,0.50748956,0,3
U1557,P01468,0.44531998,1,4
U1557,P04175,0.38228217,0,5
U1557,P02208,0.3314338,0,6
U1557,P00658,0.31551933,0,7
U1557,P02712,0.3110985,1,8
U1557,P04340,0.29000127,0,9
U1557,P03079,0.21217005,0,10
U1558,P03835,0.8577318,1,1
U1558,P02057,0.7465411,1,2
U1558,P03156,0.7010312,1,3
U1558,P00694,0.68987155,1,4
U1558,P02038,0.48967507,1,5
U1558,P01194,0.46439734,0,6
U1558,P00176,0.4559923,0,7
U1558,P00505,0.36730355,0,8
U1558,P02718,0.13811597,0,9
U1559,P03846,0.75049764,1,1
U1559,P01641,0.6432652,1,2
U1559,P01277,0.59431183,0,3
U1559,P01338,0.52975523,1,4
U1559,P01880,0.5036196,1,5
U1559,P03858,0.43371418,0,6
U1559,P02901,0.38485083,0,7
U1559,P02428,0.29273698,0,8
U1560,P04608,0.745708,1,1
U1560,P04030,0.59096897,0,2
U1560,P03161,0.5838076,1,3
U1560,P04819,0.50830567,1,4
U1560,P01858,0.47262564,1,5
U1560,P01886,0.4138306,1,6
U1560,P01114,0.2646464,0,7
U1560,P03933,0.25164127,0,8
U1560,P03220,0.1394874,0,9
U1561,P00425,0.73832464,1,1
U1561,P04217,0.6880333,1,2
U1561,P04728,0.63243276,0,3
U1561,P00237,0.46978045,1,4
U1561,P00317,0.38336873,0,5
U1561,P03409,0.32780617,0,6
U1561,P02870,0.24080573,0,7
U1561,P02159,0.21244887,0,8
U1562,P03952,0.74857557,1,1
U1562,P02707,0.69718355,1,2
U1562,P04983,0.597988,1,3
U1562,P02469,0.59286463,1,4
U1562,P03449,0.5028177,0,5
U1562,P01852,0.47641665,0,6
U1562,P01384,0.2362245,0,7
U1562,P02708,0.15851507,0,8
U1563,P00464,0.78114074,1,1
U1563,P02030,0.7716014,1,2
U1563,P04325,0.6962812,1,3
U1563,P04337,0.6564789,0,4
U1563,P04888,0.6433026,1,5
U1563,P00451,0.6167627,0,6
U1563,P03978,0.60846186,1,7
U1563,P02339,0.53171355,0,8
U1563,P02284,0.5170462,0,9
U1563,P00043,0.4250341,0,10
U1564,P01775,0.7973961,1,1
U1564,P02415,0.7545079,1,2
U1564,P01723,0.7312556,1,3
U1564,P04888,0.36729935,0,4
U1564,P04970,0.36102387,0,5
U1565,P01900,0.71740204,0,1
U1565,P00859,0.6879631,1,2
U1565,P01438,0.67874634,1,3
U1565,P00090,0.6657481,1,4
U1565,P03076,0.6147387,1,5
U1565,P02590,0.54662335,0,6
U1565,P02291,0.49457103,1,7
U1565,P04218,0.47046176,0,8
U1565,P02136,0.46568742,1,9
U1565,P00669,0.45839086,0,10
U1566,P00335,0.51848036,0,1
U1566,P00715,0.50618494,0,2
U1566,P00658,0.45317146,1,3
U1566,P01636,0.36825573,1,4
U1566,P00647,0.35689068,0,5
U1566,P03049,0.29588625,0,6
U1566,P03846,0.28602248,0,7
U1566,P02269,0.18615285,1,8
U1566,P00129,0.1736732,0,9
U1566,P01831,0.10733068,0,10
U1567,P02104,0.7810402,1,1
U1567,P01893,0.66004646,1,2
U1567,P02453,0.61603034,1,3
U1567,P02392,0.58638704,1,4
U1567,P04351,0.5770009,1,5
U1567,P04319,0.561552,0,6
U1567,P00214,0.5495084,1,7
U1567,P01843,0.52447283,1,8
U1567,P02492,0.4395009,1,9
U1567,P00759,0.43314984,1,10
U1568,P00169,0.7276589,1,1
U1568,P01605,0.50218606,1,2
U1568,P03927,0.47005016,1,3
U1568,P03749,0.33837646,0,4
U1568,P02584,0.29918423,0,5
U1569,P01396,0.6841075,1,1
U1569,P02860,0.5158583,1,2
U1569,P03738,0.49463075,0,3
U1569,P02574,0.4896359,1,4
U1569,P04929,0.4606149,1,5
U1569,P04094,0.45852366,1,6
U1569,P02240,0.4120653,0,7
U1569,P04152,0.40793765,0,8
U1569,P00554,0.30440262,0,9
U1569,P02277,0.29309696,0,10
U1570,P02364,0.7983459,1,1
U1570,P02939,0.7393388,1,2
U1570,P01464,0.65957874,1,3
U1570,P02395,0.6493897,1,4
U1570,P00278,0.62197953,1,5
U1570,P00136,0.5928019,1,6
U1570,P02533,0.50602084,1,7
U1570,P02259,0.3613953,0,8
U1571,P02598,0.7957248,1,1
U1571,P01500,0.7269072,0,2
U1571,P03032,0.6004809,0,3
U1571,P01758,0.46929634,1,4
U1571,P04450,0.42749083,0,5
U1571,P00698,0.3665831,0,6
U1571,P00273,0.29703668,0,7
U1572,P04729,0.66719735,1,1
U1572,P00713,0.6373045,1,2
U1572,P03200,0.50650907,1,3
U1572,P01353,0.46018648,1,4
U1572,P03024,0.4525174,1,5
U1572,P04389,0.41016677,0,6
U1572,P01047,0.39345354,0,7
U1572,P03879,0.37664258,0,8
U1572,P04578,0.34401655,0,9
U1572,P00146,0.34137046,1,10
U1573,P02233,0.6704221,0,1
U1573,P01595,0.6410066,1,2
U1573,P00733,0.63754517,1,3
U1573,P02861,0.59634435,1,4
U1573,P03134,0.5870331,1,5
U1573,P03944,0.5303602,1,6
U1573,P03188,0.5234245,1,7
U1573,P04056,0.49255374,1,8
U1573,P01118,0.43636993,0,9
U1573,P00257,0.42807233,0,10
U1574,P00974,0.77745634,1,1
U1574,P02590,0.7162897,1,2
U1574,P01797,0.65459883,1,3
U1574,P02127,0.61457306,1,4
U1574,P00324,0.55930763,1,5
U1574,P02805,0.49662334,0,6
U1574,P01472,0.38041925,0,7
U1575,P01252,0.4969697,0,1
U1575,P04781,0.38526836,1,2
U1575,P01887,0.34748006,0,3
U1575,P00149,0.27612048,0,4
U1575,P00333,0.24777213,0,5
U1576,P03437,0.6807985,1,1
U1576,P04494,0.6792591,0,2
U1576,P03551,0.6584008,0,3
U1576,P01541,0.6499089,1,4
U1576,P04034,0.6382458,0,5
U1576,P04930,0.6285981,1,6
U1576,P01225,0.6162842,1,7
U1576,P02459,0.4949565,1,8
U1576,P02129,0.46933874,1,9
U1576,P03109,0.46743235,0,10
U1577,P00954,0.7909604,1,1
U1577,P00323,0.6748168,1,2
U1577,P04550,0.5347541,1,3
U1577,P03093,0.51582,0,4
U1577,P03417,0.5078455,0,5
U1577,P03056,0.4844493,0,6
U1577,P00715,0.3990381,1,7
U1577,P02220,0.36761096,0,8
U1577,P02502,0.328349,1,9
U1577,P00615,0.31782466,1,10
U1578,P02640,0.6984386,1,1
U1578,P00021,0.64130193,1,2
U1578,P00072,0.57402176,0,3
U1578,P04340,0.5402168,1,4
U1578,P01569,0.53247947,1,5
U1578,P02439,0.4915741,1,6
U1578,P01368,0.39144018,1,7
U1578,P02976,0.32140228,0,8
U1578,P03319,0.31428266,0,9
U1578,P04663,0.3101992,1,10
U1579,P01823,0.7165285,1,1
U1579,P04224,0.71063566,1,2
U1579,P01333,0.6326008,0,3
U1579,P04697,0.5404209,1,4
U1579,P00783,0.5020223,1,5
U1579,P02379,0.46413517,0,6
U1579,P02412,0.38734934,1,7
U1579,P01492,0.37221512,0,8
U1580,P03609,0.68170553,1,1
U1580,P00125,0.6748481,1,2
U1580,P04613,0.648538,1,3
U1580,P00110,0.6309108,0,4
U1580,P03831,0.5776679,1,5
U1580,P03361,0.52262396,0,6
U1580,P03753,0.51533705,0,7
U1580,P03258,0.31051537,0,8
U1581,P04550,0.8676875,1,1
U1581,P03751,0.78179175,0,2
U1581,P03152,0.7777723,1,3
U1581,P04983,0.7052561,0,4
U1581,P00834,0.6573163,1,5
U1581,P03820,0.6523512,1,6
U1581,P03711,0.63882315,1,7
U1581,P01410,0.5491509,0,8
U1581,P01609,0.5329979,0,9
U1581,P04452,0.49072385,0,10
U1582,P03177,0.86320126,1,1
U1582,P04613,0.8366758,1,2
U1582,P04675,0.8198998,1,3
U1582,P01670,0.78877205,1,4
U1582,P00683,0.74468106,1,5
U1582,P04822,0.7124665,1,6
U1582,P04503,0.6137725,1,7
U1582,P03195,0.5786524,1,8
U1582,P04001,0.54994684,1,9
U1582,P04567,0.4584032,0,10
U1583,P04723,0.7594761,1,1
U1583,P04116,0.7338359,1,2
U1583,P02723,0.70470566,0,3
U1583,P00158,0.665057,0,4
U1583,P03011,0.66377884,0,5
U1583,P00760,0.6578,1,6
U1583,P03208,0.643702,0,7
U1583,P03772,0.62523144,1,8
U1583,P01485,0.6015387,0,9
U1583,P02456,0.5811486,1,10
U1584,P00663,0.77153206,1,1
U1584,P04129,0.6142458,1,2
U1584,P03410,0.6114955,1,3
U1584,P03921,0.5633883,1,4
U1584,P03198,0.40864775,0,5
U1584,P02132,0.38932145,0,6
U1584,P03858,0.3837014,0,7
U1584,P00531,0.25061676,0,8
U1584,P00728,0.16672191,0,9
U1585,P00202,0.7515325,1,1
U1585,P01492,0.73815185,1,2
U1585,P00930,0.6971132,0,3
U1585,P03899,0.6949459,1,4
U1585,P03835,0.63404113,0,5
U1585,P04893,0.61811143,1,6
U1585,P03463,0.6157892,0,7
U1585,P01720,0.5939265,1,8
U1585,P01710,0.5789694,1,9
U1585,P01359,0.56254816,1,10
U1586,P03993,0.6905349,1,1
U1586,P04694,0.48667654,1,2
U1586,P02104,0.45597398,0,3
U1586,P03056,0.34574908,0,4
U1586,P00867,0.337578,0,5
U1586,P03291,0.32951882,0,6
U1587,P01045,0.7731969,1,1
U1587,P04072,0.697178,1,2
U1587,P02058,0.65587527,1,3
U1587,P04031,0.64759034,0,4
U1587,P03762,0.638507,0,5
U1587,P03600,0.4706928,0,6
U1588,P01027,0.6788019,1,1
U1588,P00486,0.6668808,1,2
U1588,P04254,0.63226205,1,3
U1588,P03029,0.610135,0,4
U1588,P00920,0.5880324,1,5
U1588,P02580,0.57213813,1,6
U1588,P01001,0.3797853,0,7
U1588,P02788,0.35853416,0,8
U1588,P02040,0.30922014,0,9
U1589,P04620,0.75825083,1,1
U1589,P02406,0.7291755,1,2
U1589,P01640,0.66209203,1,3
U1589,P04151,0.64774126,1,4
U1589,P00465,0.63170516,1,5
U1589,P00308,0.34141588,0,6
U1590,P00387,0.7227403,1,1
U1590,P02970,0.69619876,1,2
U1590,P02075,0.6805454,0,3
U1590,P04318,0.61541045,1,4
U1590,P01850,0.58743954,1,5
U1590,P04408,0.5800104,1,6
U1590,P01556,0.5676526,0,7
U1590,P04967,0.5666433,0,8
U1590,P00824,0.545761,1,9
U1590,P00287,0.506612,0,10
U1591,P03414,0.57509863,1,1
U1591,P01540,0.52144605,0,2
U1591,P02201,0.50461394,1,3
U1591,P01818,0.49423027,0,4
U1591,P04775,0.47898397,1,5
U1591,P03622,0.46777493,0,6
U1591,P04488,0.445135,0,7
U1591,P01532,0.3713562,0,8
U1591,P02850,0.35992885,0,9
U1591,P02404,0.3517889,1,10
U1592,P04794,0.7407029,1,1
U1592,P02398,0.70315945,0,2
U1592,P00506,0.70120406,1,3
U1592,P01797,0.5881861,1,4
U1592,P04328,0.55807376,1,5
U1592,P04363,0.46176162,0,6
U1592,P04525,0.45102808,0,7
U1592,P03888,0.40161467,0,8
U1592,P02341,0.39789328,0,9
U1592,P02170,0.3966427,0,10
U1593,P03613,0.8243323,1,1
U1593,P04696,0.7865641,1,2
U1593,P00720,0.74982625,1,3
U1593,P02273,0.7065576,1,4
U1593,P01546,0.6615422,1,5
U1593,P00910,0.58659667,0,6
U1593,P03195,0.5413713,0,7
U1593,P02661,0.5128085,0,8
U1593,P02144,0.48561925,0,9
U1593,P01734,0.3395537,1,10
U1594,P04366,0.7172589,1,1
U1594,P03673,0.65151376,0,2
U1594,P03046,0.6213474,0,3
U1594,P00372,0.602248,1,4
U1594,P00078,0.5950836,0,5
U1594,P02982,0.5396105,1,6
U1594,P02118,0.5348599,1,7
U1594,P01549,0.5152055,1,8
U1594,P00382,0.51325977,1,9
U1594,P00817,0.502024,0,10
U1595,P01862,0.63257354,1,1
U1595,P01565,0.45853013,1,2
U1595,P01280,0.4351295,1,3
U1595,P02246,0.379707,0,4
U1595,P03903,0.315207,0,5
U1595,P03941,0.27925527,0,6
U1596,P04633,0.624506,1,1
U1596,P00362,0.61816174,0,2
U1596,P00329,0.6143984,0,3
U1596,P04958,0.61373687,0,4
U1596,P00045,0.57901603,0,5
U1596,P03763,0.56045514,1,6
U1596,P00238,0.55027044,1,7
U1596,P04594,0.54227626,1,8
U1596,P00038,0.51670486,0,9
U1596,P00654,0.4533973,0,10
U1597,P01895,0.6841887,1,1
U1597,P04857,0.65524584,1,2
U1597,P02570,0.6232205,1,3
U1597,P01827,0.6122387,1,4
U1597,P04528,0.5887087,1,5
U1597,P01180,0.58122754,1,6
U1597,P01251,0.5682779,0,7
U1597,P00729,0.5660066,1,8
U1597,P02089,0.56263757,0,9
U1597,P00240,0.5365436,1,10
U1598,P02043,0.7722428,1,1
U1598,P02471,0.7664143,1,2
U1598,P00174,0.7167578,0,3
U1598,P02385,0.67281365,1,4
U1598,P04090,0.6309839,1,5
U1598,P02748,0.5966237,0,6
U1598,P02961,0.54144347,1,7
U1598,P00901,0.40335733,1,8
U1598,P04345,0.30889592,0,9
U1598,P03351,0.30694607,0,10
U1599,P02650,0.8009595,1,1
U1599,P03602,0.708738,1,2
U1599,P01642,0.67213887,1,3
U1599,P00697,0.6556195,0,4
U1599,P03723,0.6124087,0,5
U1599,P00611,0.5548926,0,6
U1599,P02303,0.5313332,1,7
U1599,P03269,0.37638944,0,8
U1599,P03691,0.35112154,0,9
U1600,P02559,0.7071599,1,1
U1600,P02480,0.6193198,0,2
U1600,P02209,0.5937891,1,3
U1600,P03166,0.54668003,0,4
U1600,P02844,0.53704154,0,5
U1600,P01282,0.44124103,0,6
U1600,P04325,0.43805653,1,7
U1600,P01250,0.43612024,0,8
U1600,P01043,0.41476816,0,9
U1600,P01984,0.4064983,0,10
U1601,P03886,0.6913104,1,1
U1601,P02717,0.65458214,1,2
U1601,P00201,0.63959754,0,3
U1601,P02949,0.6043349,0,4
U1601,P03507,0.5765838,1,5
U1601,P00939,0.54250145,0,6
U1601,P02328,0.47979033,1,7
U1601,P04119,0.36853266,0,8
U1601,P01675,0.1559312,0,9
U1602,P02851,0.7350255,1,1
U1602,P02458,0.6693006,1,2
U1602,P01683,0.6624545,1,3
U1602,P01009,0.61350095,1,4
U1602,P02782,0.60415584,0,5
U1602,P02102,0.5925492,1,6
U1602,P00841,0.55485153,0,7
U1602,P01697,0.49089742,0,8
U1602,P01426,0.4632608,1,9
U1602,P01243,0.46186927,1,10
U1603,P01582,0.6295148,0,1
U1603,P00190,0.5317483,0,2
U1603,P03836,0.5292853,0,3
U1603,P00836,0.48882252,0,4
U1603,P04329,0.4532864,1,5
U1603,P01018,0.3932395,1,6
U1603,P01594,0.3823556,0,7
U1603,P00113,0.3059717,0,8
U1603,P01484,0.108413465,0,9
U1604,P04548,0.73824626,1,1
U1604,P03006,0.6383901,0,2
U1604,P00892,0.580839,0,3
U1604,P02029,0.47004652,1,4
U1604,P01143,0.41346803,0,5
U1604,P01068,0.3989027,0,6
U1605,P03971,0.7241626,1,1
U1605,P02856,0.62098885,1,2
U1605,P03509,0.6016913,0,3
U1605,P02485,0.5833751,1,4
U1605,P02732,0.5659048,1,5
U1605,P02777,0.53884524,1,6
U1605,P00139,0.5297855,0,7
U1605,P01057,0.447441,0,8
U1606,P02362,0.735253,1,1
U1606,P04948,0.71669966,1,2
U1606,P02166,0.6297493,1,3
U1606,P03283,0.6262402,0,4
U1606,P04073,0.5942715,1,5
U1606,P04451,0.49985304,0,6
U1606,P01701,0.4712157,1,7
U1606,P03768,0.39681265,1,8
U1606,P03407,0.33269662,0,9
U1606,P00713,0.3223674,0,10
U1607,P02015,0.804512,1,1
U1607,P03229,0.64298433,1,2
U1607,P04735,0.61353934,1,3
U1607,P00797,0.5466478,0,4
U1607,P04667,0.50400615,0,5
U1607,P01892,0.44942522,0,6
U1607,P00005,0.43994614,1,7
U1607,P04094,0.42761272,0,8
U1607,P02101,0.38049603,0,9
U1607,P00080,0.36995146,1,10
U1608,P02613,0.6820649,1,1
U1608,P03577,0.65057355,0,2
U1608,P02991,0.62967634,1,3
U1608,P02592,0.60742205,1,4
U1608,P04402,0.46067962,0,5
U1608,P02269,0.2626048,0,6
U1608,P03016,0.2434922,0,7
U1609,P00652,0.68623465,1,1
U1609,P02399,0.5865084,0,2
U1609,P01824,0.4327643,0,3
U1609,P00593,0.4101984,1,4
U1609,P03060,0.3845808,1,5
U1609,P03624,0.3591347,0,6
U1609,P04124,0.35363075,0,7
U1610,P01883,0.6918718,1,1
U1610,P01993,0.6667748,1,2
U1610,P01693,0.6297666,1,3
U1610,P00153,0.6068553,1,4
U1610,P03815,0.5858209,0,5
U1610,P00119,0.53751516,0,6
U1610,P02836,0.5242889,1,7
U1610,P03091,0.50874496,1,8
U1610,P02426,0.50400996,1,9
U1610,P04535,0.43895826,1,10
U1611,P02607,0.7033958,1,1
U1611,P01942,0.65506315,1,2
U1611,P00329,0.6422435,1,3
